COCO_val2014_000000217153#0	一个男人和一个女人穿着军装玩手机。
COCO_train2014_000000340501#0	一个男人在有积雪的路边跳跃起来
COCO_train2014_000000418384#0	一个小男孩在草地上拿着风筝
COCO_train2014_000000262845#0	一个破旧的厕所里有两个洗手池和被帘子挡住的马桶
COCO_train2014_000000264363#0	房间里有一个柜子、书桌和椅子，书桌上放着打开的台灯和电脑
COCO_val2014_000000223335#0	一名骑着摩托车的赛车手正在赛道上转弯
COCO_train2014_000000181511#0	一个装着西装的男人和身后的男人正在吃东西
COCO_val2014_000000439781#0	一群大象正站在一堵矮墙边
COCO_val2014_000000007789#0	一个长头发、穿着丝袜的女孩躺在床上
COCO_train2014_000000042696#0	四只大象正站在木头栅栏里
COCO_train2014_000000250880#0	一架飞机停放在一排建筑前
COCO_train2014_000000017866#0	水槽旁边有一个马桶以及一个蓝白色条纹的浴帘
COCO_train2014_000000541514#0	一只斑马站在丛林中的一颗树旁
COCO_train2014_000000459006#0	一个穿着黑色衣服的男人脚踩着足球，手中拿着球拍
COCO_train2014_000000527509#0	一群小羊在绿色的草坪上休息
COCO_val2014_000000115314#0	一张黑白照片里一个男人骑着一辆摩托车
COCO_val2014_000000259475#0	一串绿色的香蕉旁边有一只黑白相间的猫黑白斑纹的小猫
COCO_train2014_000000162200#0	一盒各种各有的高热量甜甜圈
COCO_train2014_000000003124#0	一群人在一个晴朗天气里在草地上玩飞盘
COCO_train2014_000000532644#0	两只大象和三个人站在丛林胖的水坑里
COCO_train2014_000000497625#0	一个穿着蓝黑色紧身衣的人准备冲进浪里
COCO_train2014_000000215701#0	一盘装有切片水国和夹心面包的盘子
COCO_train2014_000000486362#0	一条河流旁有一座桥、许多的树以及一座灯塔，河上还有几只白鹭
COCO_train2014_000000520860#0	一个人骑着一辆摩托车穿梭在街道上
COCO_val2014_000000506196#0	在车站的站台前停有一辆深色的火车
COCO_train2014_000000078071#0	在柜子中有一个白色的烤箱
COCO_train2014_000000166414#0	一个餐盘里房子三张馕和一份豆子做的汤食旁边有一个勺子和一个杯子
COCO_train2014_000000416901#0	一条狭小的街道有几间商店，商店前停放着一辆摩托车和几辆汽车
COCO_train2014_000000187650#0	在公园里一个男人正在和两只长颈鹿互动
COCO_val2014_000000135681#0	在一棵大树下有两只斑马在吃草
COCO_val2014_000000468297#0	一群拿着滑板在街道上走的少年的黑白照片
COCO_train2014_000000518318#0	办公楼前的汽车旁有一个穿着黑色衣服的男人站在滑板上
COCO_val2014_000000577398#0	男人戴着头盔在公路上骑摩托车
COCO_train2014_000000462530#0	一个男人在棒球场上打棒球
COCO_train2014_000000302576#0	一个插着2数字蜡烛的火车造型的生日蛋糕
COCO_train2014_000000413182#0	在草地上有三个带着帽子的男孩正在打棒球
COCO_train2014_000000029643#0	一只黑白相间的猫躺在书上睡觉
COCO_train2014_000000435279#0	市场的架子上挂着两串米蕉
COCO_train2014_000000448609#0	几个男孩正在公园的滑板场里玩滑板
COCO_train2014_000000330570#0	一个穿着防护服的男人正在搬冰箱
COCO_train2014_000000045926#0	街道上一辆大货车运载着一群人
COCO_val2014_000000037671#0	很多人在棒球场上看别人打棒球
COCO_train2014_000000406601#0	在一片广阔的草地上有一群长颈鹿和斑马
COCO_val2014_000000093140#0	现在的厨房里面有有一个白色的柜子
COCO_train2014_000000468588#0	一个长头发男孩在滑板场玩滑板
COCO_train2014_000000534107#0	在公园的一片沙地上有一只长颈鹿
COCO_train2014_000000028642#0	几个外国大兵正在认真的玩手机
COCO_train2014_000000001756#0	很多人在办公室办公室里工作
COCO_val2014_000000118069#0	在足球场上有三个女生在踢足球
COCO_train2014_000000315873#0	很多蓝色的公共汽车停在路边
COCO_train2014_000000534866#0	在雪地上有一个男人在滑雪
COCO_train2014_000000026010#0	一只黑色的哺乳动物正趴在地上撕咬一只鸟
COCO_train2014_000000054218#0	在一个台子上摆放着一台榨汁机、饮料以及一些空瓶
COCO_train2014_000000248016#0	在一个花瓶里插着一束鲜花
COCO_val2014_000000079034#0	在草地上有一个蓝色的消防栓
COCO_train2014_000000545260#0	在一个房间里一个男人坐在电脑座前看书，另一个男人跪在地上
COCO_train2014_000000410305#0	在一片湖泊前摆放着几把椅子和一个遮阳伞
COCO_val2014_000000360342#0	在乡村路边的一棵树前停着一辆蓝色摩托车
COCO_train2014_000000312242#0	公园里有一只白色的牛，牛的头上停着一只鸟
COCO_train2014_000000195027#0	在一个摆放了餐盘、刀叉和柠檬水的桌前坐着一个穿白蓝条纹衬衫的小男孩和一位女士
COCO_val2014_000000362391#0	在车站的站台两侧都停有红白相间的列车
COCO_train2014_000000127926#0	两个男人和一个女人围着一台机器工作
COCO_train2014_000000564933#0	在路边有一座低矮的建筑物
COCO_train2014_000000485852#0	两个男人骑着摩托车在街道上行驶
COCO_train2014_000000331695#0	一个军人和一群平明在站一台掉入田间的火车旁边
COCO_train2014_000000137552#0	工作台上放着一台笔记本电脑和一个装满鲜花的花瓶
COCO_train2014_000000200718#0	一个白色的盘子里放着一块披萨饼
COCO_train2014_000000376822#0	一个穿着蓝色衣服的人在空中做特技滑雪
COCO_train2014_000000073857#0	一个女人躺在雪地的滑雪板上
COCO_train2014_000000029182#0	一只黑熊趴在森林里的一棵树的树枝上
COCO_train2014_000000184709#0	街道旁有一个红色的静止停车和禁止左拐标志
COCO_val2014_000000439715#0	一个穿着制服的人骑着一匹棕色的马在马路上行走
COCO_val2014_000000495064#0	一辆红色的大巴车停靠在河边
COCO_val2014_000000512630#0	一个人手里拿着一根剥了皮的香蕉喂猫
COCO_train2014_000000029356#0	铁盘里放着一个勺子、一个叉子和几块披萨饼
COCO_val2014_000000530520#0	一群男人坐在房子前的草地上
COCO_val2014_000000393068#0	一个女人在家里拿着一个红色的杯子喝水
COCO_val2014_000000003149#0	一座大厦前有一座古典的钟楼
COCO_val2014_000000507187#0	站满了人的草坪上停着一辆绿色的摩托车
COCO_val2014_000000532833#0	一张黑白照片，白色的天空下有一个时钟
COCO_val2014_000000182681#0	一个女孩正在网球场上打网球
COCO_train2014_000000131174#0	一架小型飞机停在机场跑道上
COCO_train2014_000000036864#0	夜晚的街道的路边亮着许多灯
COCO_train2014_000000437464#0	桌子上摆放着一块绿色的西兰花
COCO_train2014_000000315268#0	一盘装有西兰花烤肉炒饭柠檬的盘子
COCO_val2014_000000093511#0	一个带着鸭舌帽的男人挥舞着网球拍
COCO_val2014_000000391940#0	在苹果摊前一个女人手里拿着一个苹果在笑
COCO_val2014_000000556462#0	桌子上摆放着一盘薯条和三明治以及一些饮料
COCO_train2014_000000160773#0	一名身穿绿色衣服的棒球运动员在棒球场上打棒球
COCO_val2014_000000148280#0	一个房子前停放着许多的汽车
COCO_train2014_000000018309#0	一辆黄色的皮卡车行驶在道路上
COCO_val2014_000000522137#0	一节火车的车厢上运载着几辆汽车
COCO_val2014_000000484695#0	在一个房子的楼顶放有一个马桶和一个空调外机
COCO_train2014_000000550569#0	在公园的草坪上有一群人在放风筝
COCO_train2014_000000395120#0	一把水果刀插在鲜红的苹果上
COCO_val2014_000000392632#0	一个穿着号运动服的棒球运动员正准备击球
COCO_train2014_000000199251#0	一只麻灰相间的猫坐在地上
COCO_train2014_000000536286#0	一群棒球运动员在体育场上打棒球
COCO_train2014_000000552966#0	一个植物强上有一扇贴有玻璃的窗户下有一个木质长椅
COCO_val2014_000000519565#0	一对夫妇带着一个小孩坐在公园的长椅上休息。
COCO_val2014_000000166524#0	灰色的天空下有一个标识牌
COCO_train2014_000000345883#0	一个带着帽子穿着格纹上衣的男人拿着一个行李箱站在铁皮车旁边
COCO_train2014_000000517549#0	一个玻璃盘子中放着一块奶油蛋糕和一把叉子
COCO_train2014_000000558036#0	一只白粽的小狗站在滑板上
COCO_train2014_000000046544#0	一个女孩在网球场上挥拍击球
COCO_train2014_000000579773#0	一只老鼠旁边有一个胡萝卜
COCO_train2014_000000364206#0	一辆黄色的公共汽车停在路边
COCO_train2014_000000471579#0	灰色的天空下的一栋有一个时钟和风向标的建筑
COCO_train2014_000000369443#0	三个成年人和两个儿童在木屋里的桌子上吃食物
COCO_val2014_000000467951#0	棕色的桌子上放着一个玻璃的花瓶
COCO_train2014_000000431194#0	有一群长颈鹿站在动物园的围栏里
COCO_train2014_000000204746#0	一个拿着杯子的女孩在农场给奶牛挤奶
COCO_train2014_000000468117#0	两个人在吃一张巨大的比萨饼
COCO_train2014_000000009904#0	一只可爱的狗坐在转椅上的红色毛毯上
COCO_train2014_000000436797#0	一只绵羊站在草地上大羊和一只小羊站在丛林里的草地上
COCO_train2014_000000322121#0	一只无毛猫在嗅桌子上的食物
COCO_val2014_000000299553#0	一群人在平原上看蓝天下的风筝
COCO_train2014_000000424959#0	一个干净的浴室里有一个浴缸和一个水槽
COCO_train2014_000000125098#0	棒球投手投出了棒球捕手准备接球
COCO_train2014_000000128002#0	一个男人正在看手里拿着的电子设备
COCO_val2014_000000446984#0	一群穿着黄色背心的人骑着自行车站在路边
COCO_val2014_000000362343#0	蓝天下一辆自行车在街道上行驶路边站着一个小孩
COCO_val2014_000000081738#0	一个人拿着一把到切生日蛋糕
COCO_train2014_000000162880#0	一只手拿着一个白色的杯子喂一只鸟
COCO_train2014_000000536830#0	一个人拿着相机在浴室里拍照
COCO_train2014_000000576530#0	一个男人拿着风筝站在草地上
COCO_train2014_000000486962#0	一个赤裸上身的男人正在海上冲浪
COCO_train2014_000000013294#0	一匹棕色的马在草地旁的沙堆上奔跑
COCO_val2014_000000290689#0	一个人躺在床上放着笔记本电脑
COCO_train2014_000000209263#0	一个金色头发的男人正在吃热狗
COCO_val2014_000000520108#0	一个干净整洁的卧室里有一张大床和一台电视机
COCO_train2014_000000487516#0	一个绿底白字标识牌的特写
COCO_val2014_000000195408#0	一个男人站在沙发前摸着一只狗的头
COCO_train2014_000000370329#0	一个餐盘里装满配有胡萝卜和花椰菜的面条
COCO_train2014_000000273446#0	一个男人穿着黄色的上衣带着头盔和眼镜在雪地上滑雪
COCO_train2014_000000178840#0	一个男人站在有两只羊的栅栏旁
COCO_train2014_000000407767#0	一只站在草丛中的斑马的头部特写镜头
COCO_val2014_000000164555#0	一个铺满箩筐的沙滩上有许多人
COCO_train2014_000000076992#0	一个穿着黑色上衣蓝色短裤的男人在草地上玩飞盘
COCO_train2014_000000107767#0	一个有一颗圣诞树的大厅里放着许多行李箱
COCO_train2014_000000461475#0	两只手触摸一只吸着苹果的象鼻
COCO_val2014_000000136908#0	一个穿着蓝色短袖的男孩在公路上玩滑板
COCO_train2014_000000287900#0	一个男人抱着冲浪板走在海滩上
COCO_train2014_000000169134#0	一个男人拿着桨在水上滑水
COCO_train2014_000000371800#0	一只黑白相间的奶牛特写镜头的黑白照片
COCO_train2014_000000100078#0	一串绿色和黄色香蕉的特写镜头
COCO_train2014_000000509949#0	晴空万里，草坪上有几个人在放风筝。
COCO_val2014_000000069544#0	两个孩子带着防护帽，脚踩着滑雪板站在雪地上。
COCO_train2014_000000135664#0	两个男孩睡在蓝色的床上望着镜头。
COCO_val2014_000000044269#0	柔和的路灯泛起光晕，公交车停在站台，几个乘客下了车。
COCO_val2014_000000382572#0	一个人带着头盔，脚踩着滑板的一端翘起45度站在草坪上。
COCO_val2014_000000223816#0	一头棕色的牛犊躺在平坦的陆地上。
COCO_train2014_000000059641#0	暮色掩盖的城市逐渐亮起了霓虹灯。
COCO_train2014_000000388575#0	四肢颀长的长颈鹿在草地上散步。
COCO_train2014_000000564589#0	马路的站台旁边站着一群人在等公交车。
COCO_val2014_000000240565#0	厕所的墙壁上挂着三个白色陶瓷马桶。
COCO_train2014_000000383512#0	正在运动的公交车前有一个汽车骑自行车的人
COCO_val2014_000000306383#0	翠绿色的大树下站着一头斑马和一只鸵鸟。
COCO_train2014_000000303258#0	两个成年人手里拿着游戏手柄，饶有兴趣的玩着游戏。
COCO_train2014_000000408978#0	一个正在打网球的网球运动员身后站着一个女孩
COCO_val2014_000000489739#0	一个女孩手里拿着面包，蹲坐在超市的购物车中。
COCO_val2014_000000271681#0	一个长发女士手里拿着月饼，微笑着对着镜头。
COCO_val2014_000000445433#0	一个垃圾桶的旁边有一个白色的冰箱上面有一个微波炉
COCO_val2014_000000540694#0	一头成年的长颈鹿好奇地嗅着汽车玻璃。
COCO_val2014_000000214871#0	一个带着白色帽子的小男孩穿着骨架衣服戴着绿色眼镜
COCO_train2014_000000219493#0	桌子上整齐地放着手机和各种道具。
COCO_train2014_000000458856#0	城市的街道上停放着汽车，行道树的树叶已然泛黄。
COCO_train2014_000000030995#0	几个乘客上了公交车，正在向售票员买票。
COCO_train2014_000000125860#0	一辆公交车停靠在站台，一名乘客正准备从站台上车。
COCO_train2014_000000406968#0	一个红色的苹果前放着三片氧化的苹果片
COCO_train2014_000000251264#0	一辆红色的旧式火车行驶在乡间的铁轨上。
COCO_train2014_000000244283#0	车水马龙的公路上，一个绿色的标识牌格外醒目。
COCO_train2014_000000360693#0	在街道上停着一辆红色的公共汽车
COCO_val2014_000000234660#0	两辆白色的动车停在铁轨上。
COCO_val2014_000000310479#0	一位戴着眼镜的父亲抱着一个手里拿着面包的女孩。
COCO_train2014_000000546010#0	一个人穿着防护服跪在街道一旁，四周拉起来警戒线。
COCO_train2014_000000019151#0	一只毛色鲜艳的鸟站在香蕉上休息。
COCO_train2014_000000370550#0	蓝色的天空中有一架飞机在飞翔。
COCO_val2014_000000067534#0	一个成年男士打着蓝色方格条纹领带在自拍。
COCO_val2014_000000130712#0	这是一个交通标志的特写。
COCO_val2014_000000502644#0	一名女性戴着面具蹲坐在马桶上。
COCO_train2014_000000229472#0	一个人戴着头盔，骑着摩托车停在斑马线前。
COCO_val2014_000000469824#0	这是一张仰角拍摄的大笨钟的特写。
COCO_train2014_000000124178#0	一名穿着深绿色衬衫，绛蓝色牛仔裤的背包男子脚踩着滑板。
COCO_train2014_000000285913#0	火车铁轨的防护栏一侧站着一只小牛。
COCO_val2014_000000159738#0	一名成年男性抱着冲浪板，戴着一个男孩走在沙滩上。
COCO_val2014_000000013550#0	一名女游客蹲在岩石上伸手去触摸大象的鼻子。
COCO_val2014_000000570138#0	浴室的墙壁上挂着毛巾，旁边的盥洗台整洁干净。
COCO_train2014_000000301651#0	一名男子抱着冲浪板面朝大海，站在沙滩上。
COCO_val2014_000000342711#0	一名女子戴着帽子，穿着修身运动装在打网球。
COCO_train2014_000000368589#0	一名头发金黄的女生从停车计时器的缝隙探出头来。
COCO_train2014_000000521947#0	一只黑白相间的猫躺在电脑键盘旁边。
COCO_train2014_000000014726#0	一辆装饰喜庆的公交车停在建筑物前。
COCO_train2014_000000010421#0	食物用纸上放着两块三明治。
COCO_train2014_000000537223#0	一只戴着项圈的狗仰着躺在主人的肚子上。
COCO_train2014_000000050868#0	一名军人站在一辆摩托车旁边。
COCO_train2014_000000563163#0	一个人踩着冲浪板，搏击在浪涛之上，落日的余晖逐渐消散。
COCO_train2014_000000537293#0	一个女人正在用吹风机给怀里的女孩吹头发
COCO_val2014_000000226459#0	草地上有一条褐色的蛇和一条黄色的鼻涕虫
COCO_train2014_000000534763#0	热闹的街上有很多行人和车辆
COCO_train2014_000000060350#0	一群人在屋子内用手柄玩游戏
COCO_train2014_000000128905#0	两个在雪山上滑雪的男人正在聊天
COCO_val2014_000000516372#0	停车场旁边有一个红色的消防栓和开了红色鲜花的绿化带
COCO_val2014_000000284674#0	圣诞树上挂了一个红色的手机模型和一颗糖果
COCO_val2014_000000497109#0	一个女人坐在沙发上看书旁边是一个女孩在和宠物狗玩耍
COCO_val2014_000000418761#0	一个履带上有三个黑色的书包另外一个履带上有一个黄色的行李箱
COCO_train2014_000000139994#0	一个小女孩坐在餐桌边吃饭
COCO_train2014_000000521205#0	一只棕色的狗躺在窝里睡觉
COCO_val2014_000000431401#0	一个摆放在木桌上的陶瓷花瓶
COCO_train2014_000000309795#0	在一个棕色的二层建筑物前物前停着一辆白色的汽车
COCO_train2014_000000458336#0	穿绿色衣服的人在海滩上放风筝
COCO_train2014_000000114879#0	在海滩上一个男人坐在椅子上休息
COCO_val2014_000000155355#0	两只斑马在树林里的地上吃草
COCO_train2014_000000054071#0	海边的草地上用栅栏围了一群绵羊
COCO_train2014_000000153262#0	在大海上有一个穿着黑色衣服的男人正在冲浪
COCO_train2014_000000224241#0	一群男孩在滑板场里玩滑板
COCO_train2014_000000577964#0	一个女生拿着网友在网球场上打网球
COCO_train2014_000000018466#0	三名性感的女性坐在街上的长椅上
COCO_train2014_000000307240#0	一个打着领带穿着衬衫的男人拿着空瓶站在草地上
COCO_train2014_000000146388#0	湖边的沙滩上有一套木头桌椅
COCO_train2014_000000533218#0	卧室里摆放着三张床和一个梳妆台
COCO_val2014_000000513064#0	洗手间里有一个缺角的洗手池和一面镜子
COCO_val2014_000000526342#0	一个街边小店的门口摆着一把塑料椅和一个蓝色饮料柜
COCO_train2014_000000075968#0	一名女子网球运动员正盯着朝她飞去的网球准备接球
COCO_val2014_000000401897#0	海滩上一名男子抱着一块冲浪板朝海里走去
COCO_train2014_000000549366#0	四匹斑马在草原上朝着一个方向低头吃草
COCO_train2014_000000423091#0	空旷的滑板场上一个男人踩着滑板腾空而起
COCO_val2014_000000310998#0	一个穿着黑色衣服的男人在雪地里滑雪
COCO_train2014_000000130088#0	一个人的手里拿着一个橘子
COCO_val2014_000000084123#0	马路中间的草坪上有一个交通标志牌
COCO_train2014_000000162390#0	一辆白色的自行车停靠在海边
COCO_train2014_000000536963#0	一辆飞机在机场卸货到旁边的运输车上
COCO_train2014_000000094527#0	一张桌子上放着一个杯子和一个打蛋器
COCO_val2014_000000036607#0	一个人拿着一个老式的折叠手机
COCO_train2014_000000300209#0	街道上停着一辆白色的公交车
COCO_train2014_000000012805#0	厨房里一个男人推开了冰箱，一只白色鹦鹉停在冰箱门上
COCO_train2014_000000552392#0	一辆黄色的校车停靠在路边
COCO_train2014_000000232658#0	熙熙攘攘的街道上一个男人在回头看
COCO_train2014_000000340170#0	桌子上的盘子里摆放着蔬菜水果等食物
COCO_train2014_000000167574#0	三个棒球运动员在棒球场上打棒球
COCO_train2014_000000082833#0	房间里摆放着沙发和茶几等家具
COCO_train2014_000000225088#0	三个穿着红色衣服的孩子在球场上玩棒球
COCO_val2014_000000279165#0	两只斑马并排站在一起吃草
COCO_val2014_000000035671#0	几个斗牛士在斗牛场上骑着马斗牛
COCO_train2014_000000125567#0	一只大羊带着两只小羊在草丛中吃草
COCO_val2014_000000531771#0	地面上摆放着一个双层的黑色烤箱
COCO_train2014_000000042293#0	一个穿着西装戴眼镜的男人的黑白照片
COCO_train2014_000000522933#0	一只小鸟落在一个木制的长椅上
COCO_val2014_000000333845#0	一个篮子里放着香蕉、梨、苹果等水果
COCO_train2014_000000551679#0	一个红黄相间的公共汽车在马路上行驶
COCO_val2014_000000202154#0	桌面的案板上放着一块披萨饼
COCO_val2014_000000297620#0	复式的房子里摆放着床和沙发等家具
COCO_val2014_000000398097#0	马路边设置着一个红色的消防栓
COCO_train2014_000000545525#0	一个男人正在网球场上挥拍打网球
COCO_train2014_000000077903#0	一个人在凌乱狭小的房子里吃披萨饼
COCO_val2014_000000502402#0	几个人正在上一辆停在路边的公交车
COCO_train2014_000000192574#0	桌面上摆放着一个黑色的键盘和一个键盘套
COCO_val2014_000000066685#0	两块冲浪板放在沙滩上，不远处有一群人聚在一起晒太阳
COCO_train2014_000000135744#0	从上往下拍摄的画面中一个女商贩的前面放着一堆香蕉和蔬菜
COCO_val2014_000000527995#0	四名滑雪者在山坡前的滑雪道上合影
COCO_train2014_000000098123#0	下雪天一个人手里拿着两个热狗
COCO_train2014_000000391304#0	一个穿着白衬衫和黑裤子的男人低头站在潮湿的地面上，他的身后有一座桥
COCO_train2014_000000219361#0	屋子里有一个白色的冰箱和黑色的橱柜
COCO_train2014_000000382453#0	草地上有几只正在吃草的绵羊
COCO_val2014_000000237256#0	草地上有两棵树和一群绵羊
COCO_val2014_000000325623#0	街道上有商店和人群的黑白照片
COCO_train2014_000000048749#0	戴着蓝色帽子穿着绿色上衣和牛仔裤的人正在玩游戏手柄
COCO_train2014_000000311982#0	铺着落叶的林荫道上有慢跑的人群和一辆马车和骑自行车的人
COCO_train2014_000000082140#0	铺着落叶的林荫道上有慢跑的人群和马车
COCO_train2014_000000104809#0	木桌子上有一个钟表和一个黑色的杯子
COCO_train2014_000000535284#0	草原上有两只斑马在喝水坑里的水
COCO_val2014_000000377406#0	海滩边的山丘上有一个白色的长椅
COCO_val2014_000000433204#0	有一个男人在房子间的路上骑摩托
COCO_train2014_000000415935#0	一个穿蓝色衣服的小孩在大街上放风筝
COCO_val2014_000000550365#0	一个玩滑板的人踏着滑板跳到了空中
COCO_train2014_000000349538#0	一个黑色剪刀上半部分的特写镜头
COCO_train2014_000000335318#0	一个女人拿着滑雪杖站在滑雪板上
COCO_train2014_000000501999#0	铁路上有一辆红黄相间的火车在行驶
COCO_train2014_000000580406#0	浴室里摆放着马桶水池等家具
COCO_val2014_000000396518#0	一个身穿白衣服戴白帽子的男人在划一个小木船
COCO_train2014_000000443823#0	海边的沙滩上有四个人正在放风筝
COCO_train2014_000000012484#0	夜晚的街道旁立着一台时钟
COCO_val2014_000000020004#0	暗淡的天空下伫立着一座钟塔
COCO_val2014_000000351504#0	两个蒙着面的人坐在草地上的帐篷旁边
COCO_train2014_000000131172#0	黑白照片上许多人坐在椅子上吃饭休息
COCO_train2014_000000528224#0	棒球运动员们在棒球场上打棒球
COCO_train2014_000000427310#0	几个男人并排站在简陋的木屋里劳动
COCO_train2014_000000489856#0	一个女人和一个小孩坐在摆满食物的餐桌前开心的笑
COCO_val2014_000000280918#0	两个女人正在厨房从烤炉里拿出火鸡
COCO_val2014_000000533107#0	一辆双层的红色公交车停靠在路边
COCO_val2014_000000069795#0	老式的窗台上摆放着一个插满鲜花的花瓶
COCO_train2014_000000076266#0	桌子上摆放着热狗红酒炸鸡块等食物
COCO_train2014_000000168993#0	一辆绿色的双层公交汽车停在路边
COCO_train2014_000000108862#0	桌面上摆放着一个橙子和一个青苹果
COCO_train2014_000000105679#0	树林里有一头棕色的牛在走动
COCO_train2014_000000074722#0	草地上一个男人带着三个孩子在放彩虹色的风筝
COCO_val2014_000000513054#0	一个女人在公园的草地上陪两个孩子放风筝
COCO_train2014_000000527963#0	书架上有很多书和一个书形状的钟表
COCO_val2014_000000013525#0	一个裸体的女孩坐在白色的床上
COCO_train2014_000000370816#0	一个男人在海滩上玩冲浪板
COCO_val2014_000000153607#0	蓝色的玻璃花瓶中插着一只橙色的鲜花
COCO_val2014_000000087393#0	棒球比赛中一个击球手正准备击球
COCO_val2014_000000304744#0	亲人们围坐在桌边切蛋糕为老人庆祝生日
COCO_train2014_000000105194#0	海边的沙滩上降落着一群海鸥
COCO_train2014_000000308548#0	城市的街道上有一辆红色的公交车驶来
COCO_val2014_000000241602#0	厕所里有一个白色的马桶浴缸和洗手池
COCO_val2014_000000568956#0	一个穿着黄色雨衣的孩子在街道上喂鸽子
COCO_train2014_000000477005#0	人们围着厨房的桌子在闲谈
COCO_train2014_000000438439#0	草地上一只羊羔正在吃母羊的奶
COCO_train2014_000000508299#0	一些人穿着雪服装备在滑雪场滑雪
COCO_train2014_000000218492#0	餐桌上有盘子装着油炸的食物鸡肉
COCO_train2014_000000071222#0	浴室里一个淋浴的花洒和洗浴用品
COCO_train2014_000000462426#0	黑色的键盘和黑色的惠普笔记本电脑
COCO_train2014_000000115566#0	郊区绿地的道路旁有一个警惕牌
COCO_train2014_000000517147#0	一个穿绿色衬衫的男人和一个小孩正在玩游戏
COCO_train2014_000000081323#0	桌子上有一盘子橘子和几个散落的橘子
COCO_train2014_000000570280#0	房子里的浴室和厨房有洗手池马桶花洒
COCO_val2014_000000439180#0	一群赛马骑师骑着马在树林中行走
COCO_train2014_000000270769#0	两个男人正在吃着一个热狗
COCO_train2014_000000577380#0	一个男人踩着滑板道具摆出滑雪的姿势
COCO_val2014_000000333677#0	一条黄色的狗躺在卧室的床上
COCO_train2014_000000428508#0	一个穿着深色网球服的男人手持网球拍准备击球
COCO_train2014_000000323008#0	许多黑色的剪刀串联在一起
COCO_train2014_000000054652#0	废弃的建筑物前有几个标识牌
COCO_train2014_000000142570#0	桌子上有两杯可乐和两个热狗
COCO_val2014_000000321886#0	街道的交叉路口有许多的自行车，摩托车，轿车穿过
COCO_val2014_000000403758#0	一个男人骑着一匹马带着一群马走过街头
COCO_train2014_000000026367#0	一个男孩踩着滑板跳跃起来
COCO_val2014_000000516786#0	一个男人拿着照相机对着镜子自拍
COCO_train2014_000000332316#0	一个男孩在公园的草地上放风筝
COCO_train2014_000000272228#0	一群人围坐在桌子前吃饭拍照
COCO_train2014_000000407806#0	一个穿黄色衣服的女孩坐在沙发上玩游戏机
COCO_val2014_000000117719#0	灯光照在摆满了各种酒的吧台上
COCO_train2014_000000295916#0	一个男人戴着面具用切割机在切东西
COCO_train2014_000000143170#0	黄色基调的卫生间装有镜子洗手池
COCO_val2014_000000157270#0	一堆橘子前的纸板上标着橘子的价格
COCO_val2014_000000292663#0	楼房前的道路上有一辆公交车停着
COCO_val2014_000000182736#0	几座房子前有一个挂有大钟的建筑物
COCO_train2014_000000407372#0	一群大象紧挨着走在草地上
COCO_train2014_000000289682#0	四个滑雪的人踩这滑板在往上坡走
COCO_train2014_000000252105#0	几个青年人拿着手柄在玩游戏机
COCO_train2014_000000356108#0	地铁旁等地铁的人群中有个女人正在打电话
COCO_train2014_000000500662#0	墙角有两个蓝色的手提包和一个七彩的手提包和一个小桌子
COCO_val2014_000000162692#0	居民区的步行道上有一个带狮子脑袋的雕塑
COCO_train2014_000000321567#0	阁楼的窗户下坐着一个穿短袖衬衫的男人和一只白色小狗
COCO_train2014_000000011576#0	一群人站在店铺外的斑马线前准备过马路
COCO_train2014_000000370634#0	一辆黑色的卡车停在停车坪里。
COCO_val2014_000000380979#0	一个男人带着两个戴着墨镜的女人坐在一辆红色的敞篷车里面。
COCO_train2014_000000277798#0	一个穿着红色衣服戴着黑色帽子的泰迪熊坐在桌子上。
COCO_val2014_000000145408#0	走廊里一个男人在玩滑板特技
COCO_train2014_000000183100#0	木头架子上摆满了各种各样的工具
COCO_train2014_000000260138#0	一个大人带着一队孩子在滑雪场上滑雪
COCO_val2014_000000163798#0	蓝色屋顶黄色墙面的建筑物旁边有一个红色结构蓝色屋顶的钟楼
COCO_train2014_000000308760#0	商店的橱窗里陈列着一只黄色的狗玩具
COCO_train2014_000000170865#0	一个人正在用卷尺量黑色腊肠犬的脖子
COCO_train2014_000000460495#0	一只橘猫趴在地板上人的脚边
COCO_train2014_000000529273#0	一家人在客厅里电视前玩游戏
COCO_val2014_000000474253#0	骑手骑着一匹黑色的马跳进水坑溅起水花
COCO_train2014_000000343066#0	空旷的道路上有一个红绿灯
COCO_val2014_000000215456#0	骑手在林荫道上骑着自行车
COCO_val2014_000000091474#0	两只斑马并排走在树林前的草地上
COCO_val2014_000000196007#0	棒球手穿着橙色外衣手持棒球棒击球
COCO_val2014_000000402711#0	一个穿着黑色冲浪服的男人拿着冲浪板站在海滩上。
COCO_train2014_000000353809#0	乐队正在将行李装上大巴车
COCO_train2014_000000359772#0	一只橙色的猫躺在电脑键盘后面。
COCO_val2014_000000368836#0	一个穿着白色衣服的网球运动员正在网球场上打网球
COCO_train2014_000000086075#0	一个中年妇女带着一个小女孩在房间里玩游戏。
COCO_train2014_000000107147#0	桌子上放着一盒甜甜圈和一杯咖啡。
COCO_train2014_000000291702#0	一个电线杆上装着很多路牌标志。
COCO_train2014_000000068385#0	一个白色的盘子里放着一个三明治和一碗食物。
COCO_train2014_000000369977#0	厨房的台子上摆放着各式各样的厨具
COCO_train2014_000000393428#0	一个人手里拿着一个夹着火腿肠的热狗
